augustus	marcus_livius_drusus_claudianus
augustus	aufidia
julia_the_elder	tiberius_claudius_nero_praetor_42_bc
alexander_iii_of_russia	christian_ix_of_denmark
alexander_iii_of_russia	louise_of_hessekassel
nicholas_ii_of_russia	princess_alice_of_the_united_kingdom
grand_duchess_xenia_alexandrovna_of_russia	grand_duke_michael_nikolaevich_of_russia
grand_duchess_xenia_alexandrovna_of_russia	olga_feodorovna_of_baden
sancho_i_of_portugal	petronila_of_aragon
stephen_of_england	mary_of_scotland_10821116
catherine_de_medici	francis_i_of_france
catherine_de_medici	claude_of_france
farouk_of_egypt	youssef_zulficar_pasha
leopold_i_of_belgium	george_iv_of_the_united_kingdom
leopold_i_of_belgium	caroline_of_brunswick
leopold_ii_of_belgium	duchess_maria_dorothea_of_württemberg
louis_bonaparte	joséphine_de_beauharnais
napoleon_louis_bonaparte	joseph_bonaparte
napoleon_louis_bonaparte	julie_clary
hortense_de_beauharnais	carlo_buonaparte
hortense_de_beauharnais	letizia_ramolino
haakon_vii_of_norway	edward_vii_of_the_united_kingdom
haakon_vii_of_norway	alexandra_of_denmark
olav_v_of_norway	princess_ingeborg_of_denmark
victor_emmanuel_iii_of_italy	nicholas_i_of_montenegro
victor_emmanuel_iii_of_italy	milena_vukotić
umberto_ii_of_italy	albert_i_of_belgium
henry_ii_of_france	madeleine_de_la_tour_dauvergne
philip_i_of_france	gertrude_of_saxony
philip_i_of_france	simon_i_de_montfort
akhenaten	ay
akhenaten	tey
gustav_iv_adolf_of_sweden	landgravine_amalie_of_hessedarmstadt
gustavus_crown_prince_of_sweden	stéphanie_de_beauharnais
princess_margaret_of_connaught	gustaf_v_of_sweden
princess_margaret_of_connaught	victoria_of_baden
ingrid_of_sweden	christian_x_of_denmark
ingrid_of_sweden	alexandrine_of_mecklenburgschwerin
frederick_iii_of_denmark	anne_eleonore_of_hessedarmstadt
prince_george_of_denmark	james_ii_of_england
frederick_viii_of_denmark	charles_xv_of_sweden
frederick_viii_of_denmark	louise_of_the_netherlands
queen_annemarie_of_greece	paul_of_greece
catherine_of_hungary_queen_of_serbia	stephen_uroš_i_of_serbia
catherine_of_hungary_queen_of_serbia	helen_of_anjou
chulalongkorn	mongkut
chulalongkorn	piam
amenhotep_iii	amenhotep_iii
amenhotep_iii	tiye
amenhotep_iii	shuttarna_ii
amenhotep_iii	yuya
amenhotep_iii	tjuyu
miguel_of_portugal	princess_agnes_of_hohenlohelangenburg
victoria_eugenie_of_battenberg	alfonso_xii_of_spain
victoria_eugenie_of_battenberg	maria_christina_of_austria
joachim_murat	carlo_buonaparte
joachim_murat	letizia_ramolino
blanche_i_of_navarre	ferdinand_i_of_aragon
blanche_i_of_navarre	eleanor_of_alburquerque
francis_i_of_the_two_sicilies	charles_iv_of_spain
francis_i_of_the_two_sicilies	maria_luisa_of_spain
francis_i_of_the_two_sicilies	maria_luisa_of_parma
charles_frederick_duke_of_holsteingottorp	catherine_i_of_russia
charles_frederick_duke_of_holsteingottorp	peter_i_of_russia
frederica_of_baden	sophia_magdalena_of_denmark
frederica_of_baden	gustav_iii_of_sweden
mohammed_bin_rashid_al_maktoum	hussein_of_jordan
mohammed_bin_rashid_al_maktoum	alia_alhussein
adam_kazimierz_czartoryski	jerzy_detloff_fleming
adam_kazimierz_czartoryski	antonina_czartoryska
zofia_czartoryska	andrzej_zamoyski
ahmosenefertari	seqenenre_tao_ii
ahmosenefertari	ahhotep_i
scribonia	atia_balba_caesonia
scribonia	julius_caesar
scribonia	gaius_octavius
rené_of_anjou	guy_xiv_de_laval
rené_of_anjou	isabella_of_brittany
marie_of_anjou	charles_vi_of_france
agnes_of_babenberg	bolesław_iii_wrymouth
agnes_of_babenberg	zbyslava_of_kiev
peter_ladd_jensen	sirikit
peter_ladd_jensen	bhumibol_adulyadej
louise_of_sweden	christian_ix_of_denmark
louise_of_sweden	louise_of_hessekassel
seth_cohen	kirsten_cohen
archduchess_elisabeth_franziska_of_austria	maria_beatrice_of_savoy
agrippina_the_elder	antonia_minor
agrippina_the_elder	nero_claudius_drusus
gaius_caesar	antonia_minor
gaius_caesar	nero_claudius_drusus
princess_tomohito_of_mikasa	prince_mikasa
princess_tomohito_of_mikasa	princess_mikasa
noah_bennett	martin_fitzgerald_passions_character
noah_bennett	pilar_lopezfitzgerald
bertha_of_holland	anne_of_kiev
bertha_of_holland	henry_i_of_france
constance_of_austria	john_iii_of_sweden
aldona_of_lithuania	władysław_i_the_elbowhigh
prince_valdemar_of_denmark	princess_françoise_of_orléans_18441925
prince_axel_of_denmark	princess_ingeborg_of_denmark
marcus_atius	aurelia_cotta
nazli_sabri	ismail_pasha
dorian_lord	bo_buchanan
dorian_lord	roxy_balsom
adriana_cramer	roxy_balsom
