aai_corporation	created	lsat_light_machine_gun
aai_corporation	created	lsat_rifle
aamir_bashir	actedin	frozen_2007_film
aaron_lohr	actedin	newsies
abdel_halim_hafez	actedin	ayyamna_alholwa
abel_gance	created	au_secours
abel_gance	created	barberousse
abel_gance	created	end_of_the_world_1931_film
abel_gance	created	jaccuse_1938_film
abel_gance	created	la_digue_film
abel_gance	created	la_folie_du_docteur_tube
abel_gance	created	le_droit_à_la_vie
abel_gance	created	le_périscope
abel_gance	created	les_gaz_mortels
abel_gance	created	louise_film
abel_gance	created	poliche
abel_gance	created	the_ironmaster
abel_gance	created	the_mask_of_horror
abel_gance	created	the_tenth_symphony
abel_gance	created	the_torture_of_silence
abel_gance	created	the_zone_of_death
abel_gance	created	un_drame_au_château_dacre
abel_gance	directed	au_secours
abel_gance	directed	barberousse
abel_gance	directed	beethovens_great_love
abel_gance	directed	end_of_the_world_1931_film
abel_gance	directed	jaccuse_1919_film
abel_gance	directed	jaccuse_1938_film
abel_gance	directed	la_digue_film
abel_gance	directed	la_folie_du_docteur_tube
abel_gance	directed	la_roue
abel_gance	directed	le_droit_à_la_vie
abel_gance	directed	le_périscope
abel_gance	directed	les_gaz_mortels
abel_gance	directed	louise_film
abel_gance	directed	napoléon_1927_film
abel_gance	directed	poliche
abel_gance	directed	the_ironmaster
abel_gance	directed	the_mask_of_horror
abel_gance	directed	the_tenth_symphony
abel_gance	directed	the_torture_of_silence
abel_gance	directed	the_zone_of_death
abel_gance	directed	un_drame_au_château_dacre
abel_gance	directed	vénus_aveugle
abel_gance	produced	au_secours
abel_gance	produced	jaccuse_1938_film
abhinay_deo	directed	game_2010_film
abhishek_bachchan	actedin	dhai_akshar_prem_ke
abhishek_bachchan	actedin	dhoom_2
abhishek_bachchan	actedin	dhoom_series
abhishek_bachchan	actedin	dostana_2
abhishek_bachchan	actedin	dostana_2008_film
abhishek_bachchan	actedin	drona_film
abhishek_bachchan	actedin	dum_maro_dum_film
abhishek_bachchan	actedin	khelein_hum_jee_jaan_sey
abhishek_bachchan	actedin	next_2010_film
abhishek_bachchan	actedin	om_jai_jagadish
abhishek_bachchan	actedin	raavan
abhishek_bachchan	actedin	refugee_film
abhishek_bachchan	actedin	run_2004_film
abhishek_bachchan	actedin	tera_jadoo_chal_gayaa
abhishek_bachchan	actedin	yuva
abhishek_bachchan	ismarriedto	aishwarya_rai
acorn_computers	created	bbc_micro
acorn_computers	created	disc_filing_system
acorn_computers	created	panos_operating_system
adam_chandler	ismarriedto	brooke_english
adam_chandler	ismarriedto	erica_kane
adam_chandler	ismarriedto	gloria_marsh
adam_cheng	actedin	fantasy_mission_force
adam_cheng	actedin	fire_dragon
adam_cheng	actedin	fong_saiyuk_ii
adam_cheng	actedin	painted_skin_1993_film
adam_cheng	actedin	the_denouncement_of_chu_liu_hsiang
adam_cheng	actedin	the_sword_film
adam_cheng	ismarriedto	lydia_shum
adam_storke	actedin	highway_to_hell_film
adam_storke	actedin	mystic_pizza
adolfo_bioy_casares	created	morels_invention_film
adolfo_bioy_casares	created	the_invention_of_morel
adolfo_bioy_casares	created	the_others_1974_film
adriana_ozores	actedin	the_method_2005_film
advanced_micro_devices	created	fglrx
advanced_micro_devices	created	framewave
advanced_micro_devices	created	x86
age__scarpelli	created	il_mattatore
age__scarpelli	created	the_organizer
age__scarpelli	created	we_all_loved_each_other_so_much
agnes_keith	ismarriedto	lt_Countess_of_MorayJames_Stewart_1st_Earl_of_Moraygt
agrippina_the_younger	ismarriedto	gnaeus_domitius_ahenobarbus_consul_32
ahmose_i	ismarriedto	ahmosenefertari
ahmose_i	ismarriedto	ahmosesitkamose
aiai_de_las_alas	actedin	ang_tanging_ina_nyong_lahat
aiai_de_las_alas	actedin	bff_film
aiai_de_las_alas	actedin	bituing_walang_ningning
aiai_de_las_alas	actedin	volta_film
aidan_mcardle	actedin	not_only_but_always
aimo_lahti	created	lahtisaloranta_m26
aimo_lahti	created	lt20_ITK_40_VKTgt
aimo_lahti	created	lt762_ITKK_31_VKTgt
aimo_lahti	created	suomi_kp31
akhenaten	ismarriedto	kiya
akhenaten	ismarriedto	meritaten
akhenaten	ismarriedto	nefertiti
akhenaten	ismarriedto	the_younger_lady_mummy
akrobatik	created	balance_akrobatik_album
aksel_hennie	actedin	hawaii_oslo
aksel_hennie	actedin	jonny_vang
al_gore	created	an_inconvenient_truth_book
al_gore	created	our_choice
al_gore	created	the_assault_on_reason
al_gore	ismarriedto	tipper_gore
al_pacino	actedin	any_given_sunday
al_pacino	actedin	author_author_film
al_pacino	actedin	bobby_deerfield
al_pacino	actedin	carlitos_way
al_pacino	actedin	chinese_coffee
al_pacino	actedin	city_hall_film
al_pacino	actedin	cruising_film
al_pacino	actedin	dick_tracy_1990_film
al_pacino	actedin	dino_crisis_film
al_pacino	actedin	dog_day_afternoon
al_pacino	actedin	donnie_brasco_film
al_pacino	actedin	gigli
al_pacino	actedin	glengarry_glen_ross_film
al_pacino	actedin	heat_1995_film
al_pacino	actedin	insomnia_2002_film
al_pacino	actedin	looking_for_richard
al_pacino	actedin	lt88_Minutesgt
al_pacino	actedin	ltAnd_Justice_for_All_filmgt
al_pacino	actedin	mary_mother_of_christ_film
al_pacino	actedin	oceans_thirteen
al_pacino	actedin	people_i_know
al_pacino	actedin	revolution_1985_film
al_pacino	actedin	righteous_kill
al_pacino	actedin	s1m0ne
al_pacino	actedin	scarecrow_1973_film
al_pacino	actedin	scarface_1983_film
al_pacino	actedin	scent_of_a_woman
al_pacino	actedin	sea_of_love_film
al_pacino	actedin	serpico
al_pacino	actedin	the_devils_advocate_film
al_pacino	actedin	the_godfather
al_pacino	actedin	the_godfather_part_ii
al_pacino	actedin	the_godfather_part_iii
al_pacino	actedin	the_godfather_saga
al_pacino	actedin	the_insider_film
al_pacino	actedin	the_merchant_of_venice_2004_film
al_pacino	actedin	the_recruit
al_pacino	actedin	two_bits
al_pacino	actedin	two_for_the_money_film
al_pacino	actedin	you_dont_know_jack_film
al_pacino	created	looking_for_richard
al_pacino	directed	chinese_coffee
al_pacino	directed	looking_for_richard
alain_delon	actedin	christine_1958_film
alain_delon	actedin	death_of_a_corrupt_man
alain_delon	actedin	diabolically_yours
alain_delon	actedin	eclipse_1962_film
alain_delon	actedin	flic_story
alain_delon	actedin	histoires_extraordinaires
alain_delon	actedin	is_paris_burning
alain_delon	actedin	la_piscine_film
alain_delon	actedin	la_prima_notte_di_quiete
alain_delon	actedin	le_choc
alain_delon	actedin	le_clan_des_siciliens
alain_delon	actedin	le_samouraï
alain_delon	actedin	linsoumis
alain_delon	actedin	lost_command
alain_delon	actedin	monsieur_klein
alain_delon	actedin	nouvelle_vague_film
alain_delon	actedin	once_a_thief_1965_film
alain_delon	actedin	red_sun
alain_delon	actedin	scorpio_film
alain_delon	actedin	teheran_43
alain_delon	actedin	texas_across_the_river
alain_delon	actedin	the_concorde__airport_79
